TRAN_DT,TRAN_TMRG,TRAN_AMT,MD_TYPE,FND_TYPE,FF_SP_AI,Source,Target,source_fan_out,source_fan_in,source_gather_scatter,source_simple_cycle,source_bipartite,source_stack,target_fan_out,target_fan_in,target_gather_scatter,target_simple_cycle,target_bipartite,target_stack
20240405,8,942286,5,14,02,161_1927139054919052,149_5334553215782086,0,0,0,0,1,0,0,0,0,0,1,0
20240607,8,279504,4,27,02,179_8028355053688630,152_3209492173965779,0,0,0,0,1,0,0,0,0,0,1,0
20240529,18,574486,5,1,02,777_1130092367040023,459_9771999429864325,31,36,31,503,67,1744,32,37,32,511,69,1879
20231024,0,140229,2,15,02,125_4211029420952153,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20231231,8,762448,7,23,02,115_8434231883229400,160_6732900212953647,0,0,0,0,1,0,0,0,0,0,1,0
20240520,21,656990,2,26,02,133_4367171425839161,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20240531,18,873215,8,30,00,459_9771999429864325,777_1130092367040023,32,37,32,511,69,1879,31,36,31,503,67,1744
20230927,12,129497,5,22,00,857_3947123346806583,140_6502172951775710,36,34,34,510,70,1875,0,0,0,0,1,34
20240214,12,540932,6,2,00,200_8925973390486512,127_6499439142538533,0,0,0,0,1,0,0,0,0,0,1,0
20230810,3,76137,2,11,00,115_2865603694958146,145_3221588972339927,0,0,0,0,1,0,0,0,0,0,1,0
20231030,8,54121,8,13,SP,108_4783053283357757,124_4938747902914518,0,0,0,0,1,0,0,0,0,0,1,0
20240329,6,200853,2,24,00,127_8024974805795346,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20240222,21,172219,8,25,02,125_7146012700096340,190_9676921841752634,44,34,34,508,78,2127,0,0,0,0,1,34
20231123,3,384818,2,11,00,125_7146012700096340,188_6608169494379990,44,34,34,508,78,2127,0,0,0,0,1,34
20231102,6,452392,5,27,02,163_6969497313294624,147_1971021632674418,0,0,0,0,1,0,0,0,0,0,1,0
20230927,12,943511,8,26,01,115_7183029588380381,101_1725484582166541,0,0,0,0,1,0,0,0,0,0,1,0
20240305,21,697584,2,12,02,672_2425567546371265,160_9181275892709888,31,39,31,511,70,1904,0,0,0,0,1,39
20231214,6,322412,7,16,01,672_2425567546371265,200_1059643469924506,31,39,31,511,70,1904,0,0,0,0,1,39
20240427,15,200589,4,24,02,142_1100755703900383,191_4020758711236544,0,0,0,0,1,0,0,0,0,0,1,0
20230703,6,88150,2,14,01,205_7764167623378289,359_8748289854730524,30,30,30,508,60,1521,30,37,30,510,67,1774
20230912,0,909191,2,28,01,172_8261074562207572,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20240502,8,936591,6,2,00,205_7764167623378289,359_8748289854730524,30,30,30,508,60,1521,30,37,30,510,67,1774
20231219,0,430989,1,13,02,672_2425567546371265,175_7707146014311859,31,39,31,511,70,1904,0,0,0,0,1,39
20231229,12,254201,6,1,00,108_3109833529088235,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20240310,21,608600,6,26,SP,135_3095697851126696,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
20240519,0,615779,4,24,00,142_4401278493470155,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20240420,12,206724,7,23,SP,777_1130092367040023,125_7146012700096340,31,36,31,503,67,1744,44,34,34,508,78,2127
20231228,21,778197,5,4,01,125_7146012700096340,197_8176667757467105,44,34,34,508,78,2127,0,0,0,0,1,34
20240324,0,488556,6,13,01,700_1400086102063774,156_8377027378897027,41,31,31,510,72,1936,0,0,0,0,1,31
20240610,6,812279,1,28,SP,115_8477851042128836,129_5278021210096897,0,0,0,0,1,0,0,0,0,0,1,0
20240124,3,23621,2,13,01,359_8748289854730524,359_8748289854730524,30,37,30,510,67,1774,30,37,30,510,67,1774
20240613,12,809548,6,26,02,125_7146012700096340,714_7810586476051201,44,34,34,508,78,2127,43,32,32,511,75,2071
20230824,15,267085,5,22,00,197_5583167455970503,160_6677724499655000,0,0,0,0,1,0,0,0,0,0,1,0
20240109,12,954326,7,21,02,205_7764167623378289,714_7810586476051201,30,30,30,508,60,1521,43,32,32,511,75,2071
20240329,21,228105,2,19,00,126_4642516131279859,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20240423,18,136303,1,2,SP,173_6551733871491249,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20230829,6,455551,3,22,01,154_1613336735696246,189_4932615972255636,0,0,0,0,1,0,0,0,0,0,1,0
20231219,8,505672,2,22,SP,714_7810586476051201,672_2425567546371265,43,32,32,511,75,2071,31,39,31,511,70,1904
20230928,3,435514,1,23,SP,672_2425567546371265,163_3636276887522890,31,39,31,511,70,1904,0,0,0,0,1,39
20230928,18,148172,8,14,SP,109_7566846065590618,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20240321,12,251521,5,3,01,142_9920872934203949,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20231120,12,249502,2,27,SP,359_8748289854730524,857_3947123346806583,30,37,30,510,67,1774,36,34,34,510,70,1875
20230705,12,811641,7,1,02,199_7711010072510703,714_7810586476051201,0,0,0,0,1,43,43,32,32,511,75,2071
20230709,0,350510,6,26,SP,714_7810586476051201,179_7276013003742383,43,32,32,511,75,2071,0,0,0,0,1,32
20231124,8,959380,6,17,01,177_4732134111479848,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20231215,21,597804,4,0,02,117_9244711286042402,160_4664430204359917,0,0,0,0,1,0,0,0,0,0,1,0
20230915,8,493994,6,15,00,857_3947123346806583,459_9771999429864325,36,34,34,510,70,1875,32,37,32,511,69,1879
20240118,0,565679,1,21,02,131_4862875264228319,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20240620,18,390538,8,15,01,100_6580610918005847,115_7298062087456504,0,0,0,0,1,0,0,0,0,0,1,0
20231212,18,811527,4,24,00,145_9233121279509120,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20240524,0,160130,3,1,SP,168_5535222128564336,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20230704,3,588697,2,26,02,714_7810586476051201,205_7764167623378289,43,32,32,511,75,2071,30,30,30,508,60,1521
20240610,3,299110,6,28,00,197_2190109493615646,198_1305389371158346,0,0,0,0,1,0,0,0,0,0,1,0
20240223,18,169086,7,21,00,171_9545482607974578,167_3462762181797409,0,0,0,0,1,0,0,0,0,0,1,0
20230823,6,480756,6,14,02,700_1400086102063774,917_9821905184464824,41,31,31,510,72,1936,27,40,27,501,67,1678
20240415,0,724173,6,17,02,194_6230800217919003,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20240223,6,843947,5,1,00,700_1400086102063774,104_3306612499826526,41,31,31,510,72,1936,0,0,0,0,1,31
20240420,21,21457,3,18,SP,193_1405080384349882,196_8367746864633609,0,0,0,0,1,0,0,0,0,0,1,0
20240406,21,134546,2,18,00,857_3947123346806583,857_3947123346806583,36,34,34,510,70,1875,36,34,34,510,70,1875
20240505,0,586102,8,27,02,857_3947123346806583,199_8900726595799245,36,34,34,510,70,1875,0,0,0,0,1,34
20231030,12,846539,7,12,01,116_4235402215370693,101_4937180455090563,0,0,0,0,1,0,0,0,0,0,1,0
20240321,21,784384,3,16,02,150_9755461629989967,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20240324,18,611803,8,30,01,714_7810586476051201,190_9582576456246148,43,32,32,511,75,2071,0,0,0,0,1,32
20230704,6,44539,4,26,SP,188_3240831374576476,700_1400086102063774,0,0,0,0,1,41,41,31,31,510,72,1936
20230814,3,219659,8,0,01,199_6341254642249217,136_5496961344286646,0,0,0,0,1,0,0,0,0,0,1,0
20231205,12,200559,8,25,02,125_7146012700096340,192_9745779053724874,44,34,34,508,78,2127,0,0,0,0,1,34
20230815,12,957732,2,14,00,100_8978302972346560,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20240607,6,246968,6,14,00,714_7810586476051201,125_7146012700096340,43,32,32,511,75,2071,44,34,34,508,78,2127
20240428,3,376055,4,16,00,777_1130092367040023,700_1400086102063774,31,36,31,503,67,1744,41,31,31,510,72,1936
20230812,0,115234,5,24,02,190_3454548809533140,700_1400086102063774,0,0,0,0,1,41,41,31,31,510,72,1936
20240211,12,20893,6,14,00,917_9821905184464824,714_7810586476051201,27,40,27,501,67,1678,43,32,32,511,75,2071
20240308,0,726252,3,17,SP,125_7146012700096340,359_8748289854730524,44,34,34,508,78,2127,30,37,30,510,67,1774
20230818,18,223618,3,0,01,125_7146012700096340,147_9920044724491773,44,34,34,508,78,2127,0,0,0,0,1,34
20240521,0,178107,6,19,01,156_1829918967308031,700_1400086102063774,0,0,0,0,1,41,41,31,31,510,72,1936
20230822,15,213691,1,22,SP,700_1400086102063774,180_9029724824774127,41,31,31,510,72,1936,0,0,0,0,1,31
20240607,21,357776,5,24,01,154_3233255511514160,188_3931010807759026,0,0,0,0,1,0,0,0,0,0,1,0
20230924,21,356785,2,15,00,459_9771999429864325,777_1130092367040023,32,37,32,511,69,1879,31,36,31,503,67,1744
20240611,0,775549,3,11,02,191_9137563461126510,116_7447850526269777,0,0,0,0,1,0,0,0,0,0,1,0
20230828,12,469565,3,11,01,205_7764167623378289,152_7555673129929334,30,30,30,508,60,1521,0,0,0,0,1,30
20230722,6,766056,4,30,02,777_1130092367040023,714_7810586476051201,31,36,31,503,67,1744,43,32,32,511,75,2071
20240424,8,621983,8,2,SP,917_9821905184464824,700_1400086102063774,27,40,27,501,67,1678,41,31,31,510,72,1936
20230906,3,745425,7,16,SP,187_2618258251923787,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20231028,15,788295,3,14,02,125_7146012700096340,173_6241361493852120,44,34,34,508,78,2127,0,0,0,0,1,34
20230708,18,157117,7,4,SP,181_8291906070417084,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20231105,0,779862,5,22,00,150_1405104724978463,134_6635019701789665,0,0,0,0,1,0,0,0,0,0,1,0
20240509,3,312866,5,1,SP,125_7146012700096340,194_3472757206696511,44,34,34,508,78,2127,0,0,0,0,1,34
20230929,8,369055,5,0,02,359_8748289854730524,777_1130092367040023,30,37,30,510,67,1774,31,36,31,503,67,1744
20230912,15,231779,1,13,02,700_1400086102063774,672_2425567546371265,41,31,31,510,72,1936,31,39,31,511,70,1904
20240610,21,911941,1,19,00,857_3947123346806583,459_9771999429864325,36,34,34,510,70,1875,32,37,32,511,69,1879
20230925,21,664443,8,4,SP,917_9821905184464824,104_5963793972533799,27,40,27,501,67,1678,0,0,0,0,1,40
20230802,0,988770,8,0,02,359_8748289854730524,116_7262585267412541,30,37,30,510,67,1774,0,0,0,0,1,37
20231204,12,711620,1,21,01,917_9821905184464824,672_2425567546371265,27,40,27,501,67,1678,31,39,31,511,70,1904
20240331,6,174447,8,4,02,205_7764167623378289,124_9184808009691898,30,30,30,508,60,1521,0,0,0,0,1,30
20240112,6,620617,6,21,SP,777_1130092367040023,124_1422859734561523,31,36,31,503,67,1744,0,0,0,0,1,36
20240622,18,839028,3,15,01,158_2240693274743719,165_1256843683693567,0,0,0,0,1,0,0,0,0,0,1,0
20230702,18,700447,1,4,02,158_7250480183106388,714_7810586476051201,0,0,0,0,1,43,43,32,32,511,75,2071
20231230,21,826891,6,3,02,125_7146012700096340,116_3800322481391862,44,34,34,508,78,2127,0,0,0,0,1,34
20230919,15,575975,6,2,00,672_2425567546371265,917_9821905184464824,31,39,31,511,70,1904,27,40,27,501,67,1678
20240130,21,517575,4,0,00,143_4865742604439988,131_6038841730291984,0,0,0,0,1,0,0,0,0,0,1,0
20230920,3,575866,2,27,00,672_2425567546371265,917_9821905184464824,31,39,31,511,70,1904,27,40,27,501,67,1678
20231103,18,775289,2,16,00,672_2425567546371265,672_2425567546371265,31,39,31,511,70,1904,31,39,31,511,70,1904
20231019,6,341023,1,21,01,186_7378632390699535,142_6047876577874102,0,0,0,0,1,0,0,0,0,0,1,0
20240626,21,93692,3,2,01,359_8748289854730524,857_3947123346806583,30,37,30,510,67,1774,36,34,34,510,70,1875
20240607,12,94388,2,11,00,672_2425567546371265,857_3947123346806583,31,39,31,511,70,1904,36,34,34,510,70,1875
20231005,0,699840,5,14,SP,150_3393891137715539,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20231004,3,537682,7,20,SP,672_2425567546371265,700_1400086102063774,31,39,31,511,70,1904,41,31,31,510,72,1936
20231110,6,247199,3,15,00,205_7764167623378289,700_1400086102063774,30,30,30,508,60,1521,41,31,31,510,72,1936
20230718,0,77096,7,0,02,133_1161875030595874,159_9924144389637915,0,0,0,0,1,0,0,0,0,0,1,0
20230711,6,61648,3,30,01,714_7810586476051201,126_1604727014965806,43,32,32,511,75,2071,0,0,0,0,1,32
20230827,12,380542,5,16,02,180_2780924231770312,126_5080997020451403,0,0,0,0,1,0,0,0,0,0,1,0
20230716,18,97045,1,25,00,116_2928796988919849,115_4732394534736278,0,0,0,0,1,0,0,0,0,0,1,0
20231024,18,247413,4,2,02,777_1130092367040023,459_9771999429864325,31,36,31,503,67,1744,32,37,32,511,69,1879
20231201,8,870809,3,23,SP,917_9821905184464824,119_5490738425327961,27,40,27,501,67,1678,0,0,0,0,1,40
20240222,6,67884,4,19,01,131_4524902191013553,147_7938533926084897,0,0,0,0,1,0,0,0,0,0,1,0
20240118,0,398095,4,26,02,153_1619967421073935,192_1528679231886189,0,0,0,0,1,0,0,0,0,0,1,0
20240412,0,696598,3,22,02,714_7810586476051201,170_4945718222411573,43,32,32,511,75,2071,0,0,0,0,1,32
20231023,21,742172,4,16,01,777_1130092367040023,184_4684606633614469,31,36,31,503,67,1744,0,0,0,0,1,36
20240415,21,402586,7,3,00,180_7841691013978983,136_1859551222089879,0,0,0,0,1,0,0,0,0,0,1,0
20230914,6,606402,1,21,SP,132_4875709098817143,128_5022192385357374,0,0,0,0,1,0,0,0,0,0,1,0
20240321,0,817874,2,17,01,199_4585661389925272,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20230904,8,960103,7,4,01,126_2046394843483506,115_9501776196791720,0,0,0,0,1,0,0,0,0,0,1,0
20231101,15,683705,2,26,01,146_3812616640462813,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20231229,15,99471,8,30,SP,700_1400086102063774,700_1400086102063774,41,31,31,510,72,1936,41,31,31,510,72,1936
20240622,0,49721,1,17,SP,178_2921832868275818,184_2497554955217944,0,0,0,0,1,0,0,0,0,0,1,0
20230821,15,238080,7,16,SP,777_1130092367040023,188_3649151753570499,31,36,31,503,67,1744,0,0,0,0,1,36
20240402,18,304155,6,11,02,125_7146012700096340,103_1389695775101897,44,34,34,508,78,2127,0,0,0,0,1,34
20240626,12,376890,1,11,01,125_7146012700096340,132_9935060237197782,44,34,34,508,78,2127,0,0,0,0,1,34
20231227,6,290938,4,22,01,116_8267244800330323,158_9426946051254347,0,0,0,0,1,0,0,0,0,0,1,0
20240527,6,372428,8,19,SP,125_7146012700096340,459_9771999429864325,44,34,34,508,78,2127,32,37,32,511,69,1879
20240420,15,133121,6,4,02,672_2425567546371265,700_1400086102063774,31,39,31,511,70,1904,41,31,31,510,72,1936
20231016,6,418408,6,2,00,152_3112855901093862,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20231016,21,561409,6,14,SP,151_2191981887354764,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
20240515,15,567568,2,23,02,156_7567349831365573,129_2935303444132895,0,0,0,0,1,0,0,0,0,0,1,0
20230705,8,537199,7,25,00,103_7537755406297341,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20230927,18,18694,5,27,SP,857_3947123346806583,174_1369334652424517,36,34,34,510,70,1875,0,0,0,0,1,34
20231218,3,678434,3,19,00,126_4193756168329573,106_6940346156177629,0,0,0,0,1,0,0,0,0,0,1,0
20231018,21,788465,6,4,02,114_7519095877594639,700_1400086102063774,0,0,0,0,1,41,41,31,31,510,72,1936
20240506,21,710435,1,21,02,125_7146012700096340,700_1400086102063774,44,34,34,508,78,2127,41,31,31,510,72,1936
20230730,8,605002,2,3,SP,672_2425567546371265,136_5688959545597298,31,39,31,511,70,1904,0,0,0,0,1,39
20231005,8,294634,2,16,01,154_5710323696487899,714_7810586476051201,0,0,0,0,1,43,43,32,32,511,75,2071
20231014,3,37127,3,18,02,777_1130092367040023,777_1130092367040023,31,36,31,503,67,1744,31,36,31,503,67,1744
20230912,6,651794,5,23,00,159_3824940997435270,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20231017,15,639661,3,30,SP,198_9726891887352007,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20231213,6,958876,4,13,02,103_4255574421164505,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20240520,0,948697,6,30,SP,180_9553546137844893,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20231113,3,851641,7,0,01,700_1400086102063774,125_7146012700096340,41,31,31,510,72,1936,44,34,34,508,78,2127
20231022,18,532812,6,28,01,148_3849229148377443,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20230816,3,733344,7,16,01,714_7810586476051201,134_4267131045676611,43,32,32,511,75,2071,0,0,0,0,1,32
20231203,15,983860,3,24,SP,700_1400086102063774,110_7853250478459127,41,31,31,510,72,1936,0,0,0,0,1,31
20230811,18,77726,5,20,01,124_6452493125869307,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20231005,12,588068,5,25,SP,191_6793152623268181,119_1138549153002532,0,0,0,0,1,0,0,0,0,0,1,0
20230921,3,617471,3,0,00,125_7146012700096340,777_1130092367040023,44,34,34,508,78,2127,31,36,31,503,67,1744
20231102,18,338300,1,25,00,192_7623579747657134,100_6811865489720877,0,0,0,0,1,0,0,0,0,0,1,0
20240109,8,292289,1,0,01,205_7764167623378289,714_7810586476051201,30,30,30,508,60,1521,43,32,32,511,75,2071
20230902,8,252269,3,25,00,172_1205038848157521,114_7042352940676579,0,0,0,0,1,0,0,0,0,0,1,0
20230831,15,32764,3,18,00,857_3947123346806583,172_7845402805018614,36,34,34,510,70,1875,0,0,0,0,1,34
20231103,0,445801,7,17,01,176_7267298729409830,168_1328529817922098,0,0,0,0,1,0,0,0,0,0,1,0
20231029,18,862151,6,19,00,359_8748289854730524,714_7810586476051201,30,37,30,510,67,1774,43,32,32,511,75,2071
20240124,21,764304,2,3,01,125_6676778823274934,165_4208735931053532,0,0,0,0,1,0,0,0,0,0,1,0
20231107,0,9995,1,20,00,181_6928829756933341,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20230721,8,347400,4,2,SP,129_1740532094014750,182_3091737423477062,0,0,0,0,1,0,0,0,0,0,1,0
20240419,18,545405,8,24,02,108_5377263583349038,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20240603,18,839586,5,0,01,188_1896439791189010,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
20231001,3,869621,8,16,SP,857_3947123346806583,193_3847502032079489,36,34,34,510,70,1875,0,0,0,0,1,34
20240407,8,665242,2,3,01,200_4880211352321622,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20240331,8,633854,4,20,00,133_4561642859465660,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20230915,12,92189,5,12,01,159_6941748023798925,193_3506042137109791,0,0,0,0,1,0,0,0,0,0,1,0
20240414,6,355308,4,14,SP,359_8748289854730524,125_7146012700096340,30,37,30,510,67,1774,44,34,34,508,78,2127
20231224,6,875543,8,20,SP,169_4124453423538356,136_3559984974715848,0,0,0,0,1,0,0,0,0,0,1,0
20230810,15,28285,1,25,01,359_8748289854730524,700_1400086102063774,30,37,30,510,67,1774,41,31,31,510,72,1936
20231211,8,423086,6,2,00,700_1400086102063774,177_5109596610858837,41,31,31,510,72,1936,0,0,0,0,1,31
20240102,0,883066,7,13,00,205_7764167623378289,107_3487419184226140,30,30,30,508,60,1521,0,0,0,0,1,30
20230907,8,472430,5,16,02,700_1400086102063774,714_7810586476051201,41,31,31,510,72,1936,43,32,32,511,75,2071
20240531,3,260896,8,3,01,130_1326268383927544,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20240415,21,378035,1,18,00,459_9771999429864325,164_4860531184244270,32,37,32,511,69,1879,0,0,0,0,1,37
20240314,6,383658,7,23,00,917_9821905184464824,359_8748289854730524,27,40,27,501,67,1678,30,37,30,510,67,1774
20230718,6,448922,6,24,SP,714_7810586476051201,166_8917679551001386,43,32,32,511,75,2071,0,0,0,0,1,32
20240418,0,593646,3,1,SP,131_4251983825918715,700_1400086102063774,0,0,0,0,1,41,41,31,31,510,72,1936
20240120,6,995181,5,20,00,714_7810586476051201,189_2532920734839919,43,32,32,511,75,2071,0,0,0,0,1,32
20231106,15,843164,7,19,00,162_9248048326137594,115_1825343351910711,0,0,0,0,1,0,0,0,0,0,1,0
20240319,3,649494,1,0,01,118_2730001850917152,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
20230910,8,137243,5,24,00,185_8980887817714387,142_9588758279779125,0,0,0,0,1,0,0,0,0,0,1,0
20240113,8,122730,5,0,SP,205_7764167623378289,115_4671143159303399,30,30,30,508,60,1521,0,0,0,0,1,30
20230803,0,938159,6,12,02,109_1387056638077954,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
20230811,6,624911,4,24,SP,138_5671927545187739,132_8174592312360446,0,0,0,0,1,0,0,0,0,0,1,0
20231111,15,32956,6,15,01,125_7146012700096340,459_9771999429864325,44,34,34,508,78,2127,32,37,32,511,69,1879
20240616,8,816715,1,20,01,105_2767754797290630,149_6212582453718167,0,0,0,0,1,0,0,0,0,0,1,0
20240529,12,941886,6,17,00,700_1400086102063774,205_7764167623378289,41,31,31,510,72,1936,30,30,30,508,60,1521
20240330,6,890253,2,26,02,205_7764167623378289,115_3949688699267740,30,30,30,508,60,1521,0,0,0,0,1,30
20231223,3,911500,7,0,SP,114_3364583173971879,106_6114675838918509,0,0,0,0,1,0,0,0,0,0,1,0
20231121,12,720004,4,15,01,459_9771999429864325,857_3947123346806583,32,37,32,511,69,1879,36,34,34,510,70,1875
20231029,21,720246,5,12,SP,459_9771999429864325,359_8748289854730524,32,37,32,511,69,1879,30,37,30,510,67,1774
20231222,12,272541,7,15,00,777_1130092367040023,459_9771999429864325,31,36,31,503,67,1744,32,37,32,511,69,1879
20231010,21,514574,1,27,01,359_8748289854730524,163_8798397264857317,30,37,30,510,67,1774,0,0,0,0,1,37
20230725,8,86054,8,22,01,777_1130092367040023,116_5464000196877154,31,36,31,503,67,1744,0,0,0,0,1,36
20240519,21,730455,4,0,02,125_7146012700096340,116_2574469470483480,44,34,34,508,78,2127,0,0,0,0,1,34
20230701,21,209290,3,3,00,177_5131662002467390,122_9161826984835491,0,0,0,0,1,0,0,0,0,0,1,0
20231126,6,57417,5,11,00,176_1305429728582592,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20230918,6,225373,7,3,01,129_2705358433168234,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20240608,15,458124,2,2,02,857_3947123346806583,917_9821905184464824,36,34,34,510,70,1875,27,40,27,501,67,1678
20231219,18,285521,1,20,02,105_2733416997853185,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20240521,6,561809,1,12,00,172_2239116888719960,117_8085268270012852,0,0,0,0,1,0,0,0,0,0,1,0
20230723,18,416444,7,23,SP,119_7646022380191366,714_7810586476051201,0,0,0,0,1,43,43,32,32,511,75,2071
20240104,6,867275,1,13,02,672_2425567546371265,359_8748289854730524,31,39,31,511,70,1904,30,37,30,510,67,1774
20240215,3,530326,5,12,01,700_1400086102063774,132_5252125159141222,41,31,31,510,72,1936,0,0,0,0,1,31
20231101,3,880993,7,17,00,121_1709323577945323,146_4655922230760765,0,0,0,0,1,0,0,0,0,0,1,0
20240307,3,546146,6,0,SP,359_8748289854730524,163_2012679891542444,30,37,30,510,67,1774,0,0,0,0,1,37
20230830,15,177419,6,17,01,917_9821905184464824,917_9821905184464824,27,40,27,501,67,1678,27,40,27,501,67,1678
20231107,18,473354,1,1,01,119_8396565590014148,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20230723,15,829900,7,21,02,857_3947123346806583,182_1239904448391193,36,34,34,510,70,1875,0,0,0,0,1,34
20230709,21,445078,5,30,01,193_8944807547670624,714_7810586476051201,0,0,0,0,1,43,43,32,32,511,75,2071
20240415,8,203884,4,28,00,857_3947123346806583,106_3317145288085964,36,34,34,510,70,1875,0,0,0,0,1,34
20240616,21,531981,7,20,SP,205_7764167623378289,917_9821905184464824,30,30,30,508,60,1521,27,40,27,501,67,1678
20240531,12,24598,5,13,SP,359_8748289854730524,189_4065166403436080,30,37,30,510,67,1774,0,0,0,0,1,37
20230820,8,437456,1,12,02,108_6245499418663255,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20231008,3,787871,6,30,SP,459_9771999429864325,115_7347226189577425,32,37,32,511,69,1879,0,0,0,0,1,37
20240501,18,743333,1,23,01,917_9821905184464824,132_4282951843922120,27,40,27,501,67,1678,0,0,0,0,1,40
20240220,12,966597,4,25,00,157_7770665946800081,140_9334522449446309,0,0,0,0,1,0,0,0,0,0,1,0
20231229,18,996382,6,4,02,777_1130092367040023,459_9771999429864325,31,36,31,503,67,1744,32,37,32,511,69,1879
20230902,6,265776,5,12,00,155_4151264737302479,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20231007,3,338566,5,17,02,359_8748289854730524,857_3947123346806583,30,37,30,510,67,1774,36,34,34,510,70,1875
20230712,15,857148,4,19,01,359_8748289854730524,124_7580340397843863,30,37,30,510,67,1774,0,0,0,0,1,37
20240504,15,903796,8,24,01,161_3322181967844032,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20240612,8,721547,2,20,SP,194_5987523484645213,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20240104,21,672793,4,19,02,459_9771999429864325,185_7292659605130280,32,37,32,511,69,1879,0,0,0,0,1,37
20240606,3,253943,5,28,SP,917_9821905184464824,359_8748289854730524,27,40,27,501,67,1678,30,37,30,510,67,1774
20240510,21,963810,6,2,00,132_7557064382088472,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20231028,3,542551,2,30,SP,700_1400086102063774,130_2847640285403885,41,31,31,510,72,1936,0,0,0,0,1,31
20230630,12,118578,2,18,SP,117_9743988282940733,149_6207818825110473,0,0,0,0,1,0,0,0,0,0,1,0
20240520,21,855990,2,30,02,134_5597070501750857,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20240423,0,355416,1,4,00,183_1011994636359639,112_7464000484697300,0,0,0,0,1,0,0,0,0,0,1,0
20240615,12,231346,5,30,02,714_7810586476051201,113_4354659705674069,43,32,32,511,75,2071,0,0,0,0,1,32
20240124,0,378340,7,17,02,672_2425567546371265,178_5031603471098494,31,39,31,511,70,1904,0,0,0,0,1,39
20240329,0,404239,4,22,00,917_9821905184464824,459_9771999429864325,27,40,27,501,67,1678,32,37,32,511,69,1879
20231017,6,288625,4,21,SP,857_3947123346806583,714_7810586476051201,36,34,34,510,70,1875,43,32,32,511,75,2071
20240316,18,659450,3,28,01,917_9821905184464824,144_8387401517348716,27,40,27,501,67,1678,0,0,0,0,1,40
20230702,6,954628,7,15,02,672_2425567546371265,917_9821905184464824,31,39,31,511,70,1904,27,40,27,501,67,1678
